first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
Carmela,,"Calle de Yésica Alba 9
Murcia, 09765",Jaén,Segovia,INVALID,32-13-2022,+34988106816,alvaromalena@example.com,nayaraberrocal,,137.30.87.64,558a:11fe:74c4:d502:94c3:373b:1fb7:1757,error_value,sebastian.net,error_value,Verde mar claro
Cesar,Oliva,"Cuesta de Alberto Mayoral 9
Tarragona, 03682",Asturias,,06323,1921-04-26,+34 946581284,tcastillo@example.net,,e9gciVSk!Q,error_value,error_value,9e:e6:a4:4e:e1:5c,infraestructuras.net,error_value,Blanco lino
Florentino,Crespo,"Acceso Eliana Gallo 81
Salamanca, 42122",Huelva,Salamanca,27818,1995-10-25,+34885 732 893,qsanjuan@example.org,qbelda,07x7Zqzl^^,162.38.57.133,c3da:f2a7:8d5f:6e67:5202:5d57:408b:a93b,92:57:ca:c0:24:40,finanzas.com,https://www.banca.com/,
Bárbara,Pedrosa,"Cañada Dionisia Ramírez 59 Puerta 1 
Baleares, 45833",Santa Cruz de Tenerife,Palencia,13491,1924-01-25,+34980043905,felisa75@example.org,rodolfo89,m+4rtRqRdt,74.21.125.32,fffe:7529:1710:84c8:582c:ed49:ce1d:65b2,12:40:5c:fc:6f:08,calvo.org,https://hotel.es/,
Calista,Macías,"Urbanización Florentina Canet 7 Apt. 43 
Badajoz, 17546",Huelva,Teruel,17789,32-13-2022,+34 821238692,naller@example.com,agapito52,v9aCnGD&_4,188.168.119.206,error_value,40:b6:2e:ee:3b:c4,hotel.net,https://ferrando.net/,Marrón rojizo
María Manuela,Francisco,"Cañada de Iker Jara 18
Pontevedra, 38105",La Rioja,Valladolid,41682,1987-05-03,+34986 74 84 87,zzurita@example.org,carla78,@Y6bCFQoaA,9.93.128.148,error_value,error_value,perales.com,http://tapia.es/,Lavanda
Malena,Yuste,"Cañada de Filomena Cabrero 8 Piso 6 
Huesca, 41541",,Zamora,INVALID,32-13-2022,+34 944249111,ipalomar@example.org,kguijarro,+@9CpE1!7u,87.206.233.87,33e8:2fc1:6353:eaa0:4258:f744:2ceb:bfd6,6a:21:36:e3:3b:69,error_value,https://www.moliner.es/,Amarillo
Melchor,Cortes,"C. de Luciano Amor 59
Zamora, 15599",Cantabria,Salamanca,43753,32-13-2022,+34 842 30 55 48,sebastian72@example.org,,,170.199.20.117,be2f:b9ff:7de2:b507:1582:1b15:2374:10a5,68:c5:e5:f4:26:52,valverde.net,http://www.hotel.com/,Gris pizarra
África,Ibarra,"Avenida Florencio Grau 7 Piso 3 
La Coruña, 38222",,La Rioja,33060,2005-02-13,INVALID,,,8o9ZvTFP)%,error_value,a7fe:37fe:a055:b6ca:977a:dc8f:e4a6:9e9a,c0:86:46:45:0e:4b,banca.com,http://industrias.com/,Azul anciano
Trinidad,,"Calle Wilfredo Aguiló 37 Apt. 21 
Vizcaya, 09178",Barcelona,Cuenca,38677,1924-03-14,+34824 592 839,,fcanizares,,1.36.204.5,6611:c915:4080:3fcb:ee42:5629:2231:d417,bc:e9:e7:0f:e1:e6,talleres.org,http://www.hnos.com/,
