first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
Marciano,Olivera,"Paseo Elías Casanovas 92 Apt. 54 
Ceuta, 25935",Toledo,Teruel,03494,32-13-2022,+34 923109003,ccanizares@example.com,angelica94,@A5HKyJgT9,error_value,9448:4074:58a8:e342:1430:5d5e:ad8:4fa8,96:ee:25:e4:81:66,soluciones.net,http://www.amparo.es/,Azul cielo
Dafne,Cuéllar,"Pasaje Reina Cerro 7
Guipúzcoa, 15990",Asturias,,14746,1944-08-02,+34930 83 34 75,yluz@example.org,,tp7oZ*Llu!,34.29.93.239,error_value,error_value,aristides.org,https://distribuciones.es/,Marrón caqui
Juan Carlos,Torrent,"Cañada Ulises Torrents 12
Madrid, 08869",Cáceres,Zaragoza,30657,1987-04-17,+34 822973320,iiriarte@example.com,carinamarin,_cFS8vDbL_,180.250.17.101,4c3d:95db:67f6:5298:fc23:d434:8561:e6ac,d6:4c:4b:7e:7f:0e,soluciones.com,http://www.supermercados.com/,Chocolate
,Figueroa,"Glorieta de Guadalupe Avilés 3 Piso 3 
Almería, 09133",Toledo,Jaén,23336,2007-04-13,+34975840876,olmedoanunciacion@example.net,luis-angel96,k8nDPeyo#Y,22.44.141.173,45b0:ff0d:97c:9fd6:abfc:8734:9ebb:1595,error_value,reinaldo.es,http://www.manufacturas.es/,Amarillo
Jose Manuel,Canet,"Vial Sabas Barros 1
Melilla, 35396",Burgos,,INVALID,1911-01-20,+34977494757,zaleman@example.org,jacintojorda,$P+Sdruca3,57.229.164.207,8973:f188:5d41:b401:1ec6:adba:89b3:265c,1a:2b:4f:34:3b:7c,comercializadora.es,http://lastra.com/,Orquídea
Blanca,Linares,"C. Feliciana Abellán 3 Apt. 12 
León, 36385",Cáceres,La Rioja,INVALID,1965-10-08,+34 826504871,,aguedagracia,,error_value,error_value,34:ba:47:6f:37:5f,suministros.es,http://www.esparza.com/,Marrón cuero
Epifanio,Casal,"Callejón Maite Pellicer 97 Puerta 3 
Pontevedra, 38162",Lugo,La Rioja,21040,1921-02-02,+34988066430,despinosa@example.net,,!s%j*OjW42,error_value,error_value,ac:75:69:c8:0c:d6,hervia.es,https://hermanos.org/,Verde azulado
Sarita,Tolosa,"Plaza Gaspar Tomé 46
Cantabria, 08462",,Baleares,29452,1963-10-30,INVALID,,galapenalver,*83Og^lS(S,156.188.199.38,880f:5ffd:bf77:e10b:6e1d:48e5:6028:184b,56:7a:99:3e:3c:0c,industrias.net,https://moya.com/,Verde mar
,Baró,"Vial de Eva Alcolea 52
Baleares, 19195",Guipúzcoa,Barcelona,29482,2015-04-16,+34 873 99 76 43,atilio71@example.net,evangelinaribera,Fpx)q4Qi@R,98.82.216.116,error_value,04:0f:1a:43:b2:75,azucena.es,http://www.fabrica.com/,Rojo anaranjado
Irma,Nevado,"Cuesta de Xavier Abad 98
Baleares, 11632",Lugo,Sevilla,16983,1936-10-18,+34876739677,jchaparro@example.net,dulce75,MRUho_C5^2,163.255.4.42,a2cd:3818:21af:5b25:cc0c:5e6e:f8b:c46c,error_value,instalaciones.com,http://www.alimentacion.com/,Ciruela
Alondra,Duarte,"Ronda de Ainara Cordero 55 Puerta 0 
Málaga, 05675",Girona,,INVALID,32-13-2022,+34 974 458 695,narcisanavarro@example.org,,(f9&GCMxu#,138.166.124.73,53ea:e2a:ad23:afa1:65df:1c54:d107:8c5f,be:30:cf:c1:bb:7a,error_value,error_value,Amarillo maíz dulce
