first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
Clotilde,,"Paseo Esmeralda Salgado 61
Valladolid, 02630",,Lleida,32589,1962-09-08,+34 982 675 606,gregorio54@example.org,dolores13,*NO0Bk8WCC,76.126.188.87,error_value,ac:df:71:c1:69:a4,ainara.org,error_value,Blanco encaje
Adolfo,Oller,"Paseo Damián Salcedo 9 Puerta 5 
Jaén, 41038",Ciudad,Palencia,16631,1948-11-29,+34 933 05 73 54,,borja79,)$RSqCn54i,55.56.252.220,6da7:46bf:26fe:723c:1ebb:fa75:1379:381e,52:ad:b2:0b:48:b2,banco.net,https://botella.com/,
Aníbal,,"Calle Jose Miguel Aragón 30
Huelva, 48017",Ciudad,Zaragoza,51887,1930-09-06,+34982 383 545,,solcueto,Mk8yeM9c$B,4.90.65.81,9579:e0fa:5914:3295:4448:62ac:981e:144c,error_value,inmobiliaria.com,https://emiliano.com/,Granate
,Borrell,"Pasadizo de Olga Almeida 98
Álava, 14937",Segovia,,30547,1919-09-07,INVALID,jllado@example.net,placido87,CI!0Sa(Xi1,error_value,6ac5:4f5d:8821:55c3:498a:4b6:6b66:3694,1a:64:2f:61:5d:ab,distribuciones.org,http://grupo.com/,Violeta
Lucho,,"Callejón Bernardino Mur 50 Piso 9 
Córdoba, 18680",,Zamora,INVALID,1961-09-27,+34824 819 376,jordacosme@example.com,,,25.145.155.162,error_value,76:0b:fa:3f:1c:a4,promociones.com,http://www.compania.com/,Verde pálido
Pío,Pazos,"Paseo Natividad López 89
Málaga, 37886",Toledo,Pontevedra,47609,1936-01-22,+34 696 95 34 14,rafaela90@example.org,caballeronerea,!6qzFRRNid,error_value,error_value,5a:f8:63:5d:c1:cf,despacho.com,http://www.compania.com/,
Florentina,Badía,"Ronda Pepe Barrena 6
Badajoz, 27716",Valladolid,Guadalajara,25339,1992-07-03,INVALID,elodia20@example.net,,,112.52.10.155,85a0:228a:1a2a:b752:1aa4:d068:ab2a:27bd,c8:ef:4f:75:58:02,error_value,http://construccion.net/,Agua-marina
Maura,Alonso,"Calle de Vicente Goñi 87 Puerta 7 
Las Palmas, 45745",Alicante,Castellón,30781,32-13-2022,+34 826 80 68 28,valeriaibanez@example.org,,,154.9.147.54,b38e:47c8:d264:bf5a:9774:a211:9df4:7e11,error_value,hnos.com,https://comercial.com/,Granate
Antonio,Tirado,"Calle Ruben Pablo 862 Piso 7 
León, 40930",La Coruña,Madrid,INVALID,1968-08-10,INVALID,paulino11@example.org,duarteainoa,,110.141.34.12,bedc:a62:8272:1780:e2bb:5b46:ca5f:70dd,b0:9e:94:6f:51:bd,yuste.es,https://www.distribuciones.com/,Marrón caqui
Ignacia,Cobo,"Avenida de Feliciana Pizarro 446
Salamanca, 22471",Alicante,Málaga,INVALID,1921-12-14,INVALID,felipe57@example.net,,!6)4S9qh4D,13.125.254.107,error_value,error_value,clara.net,https://tomas.com/,Verde primavera medio
Goyo,Plana,"Pasaje de Inocencio Hierro 57 Apt. 14 
Tarragona, 31902",,Granada,06484,1914-03-07,+34 744 34 19 49,anita66@example.org,,#6OvTs9u!I,223.76.217.184,error_value,2a:e3:a2:de:15:02,error_value,http://www.instalaciones.com/,Plata
Felix,Torre,"Cuesta de Victor Alvarez 4
Álava, 37558",,Cáceres,25403,1993-04-29,+34982 390 211,dduque@example.net,mendezmercedes,dKC5!ppr$4,186.73.1.166,178c:1b6a:646e:6a54:5e2:35dc:7794:1665,error_value,mineria.es,http://www.infraestructuras.es/,Azul violeta
