first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
,Busquets,"Pasaje Fausto Molins 88
La Rioja, 35971",Las Palmas,Cádiz,47639,2016-09-14,+34 878628538,constanzavalencia@example.net,rcorral,#y5$WJm*v@,8.100.16.42,77d1:6c65:9baa:b9a1:b9be:f144:694e:4bcb,f2:28:82:6a:46:73,inmobiliaria.es,http://tatiana.es/,
Aurora,Arco,"Cañada de Buenaventura Baquero 8
Vizcaya, 20123",Valladolid,Sevilla,23807,1934-08-19,+34716 312 476,leonor97@example.com,,LRUcH0eK%9,100.204.239.157,error_value,ee:76:73:d5:23:77,error_value,https://montserrat.com/,Lavanda
Patricio,Bauzà,"C. Malena Cepeda 85
Lleida, 23472",Cáceres,,31808,32-13-2022,+34 988291859,encarnita51@example.com,,#mSIMe_bp9,68.47.138.190,9136:6b60:953c:62af:ff83:6c33:9549:5677,4c:ee:86:de:5f:9f,suministros.com,http://lorenzo.es/,Azul marino
,,"Alameda de Palmira Tovar 74 Piso 1 
Valladolid, 07634",Asturias,,02717,2004-06-26,+34 920758132,toribiotirado@example.net,zamoraleonardo,,186.78.105.176,error_value,30:9e:68:88:4e:bb,hnos.es,https://www.hotel.com/,Marrón
Arcelia,Pujadas,"Urbanización de Che Coronado 880
Las Palmas, 05908",Zaragoza,Palencia,42729,1929-08-29,+34 871135756,florindacarrion@example.com,edelmira66,aM!X6H%qdZ,214.196.100.85,56b4:f8ea:8266:f7e5:212a:8b2a:8fb0:e19a,02:8f:d5:cd:05:3d,inmobiliaria.es,http://www.banco.es/,
,Sureda,"Camino de Agapito Vives 73 Piso 2 
Soria, 14738",Badajoz,Granada,50742,2014-01-26,+34 888 75 34 00,marceladiez@example.net,wnoguera,M&r4LBzu#6,error_value,1acb:2dd1:151:380c:2aae:3476:ac67:65ab,8e:6c:26:e7:4a:9d,lucio.com,https://www.raquel.es/,
Ismael,Pardo,"Callejón Marisa Malo 8 Apt. 74 
Valladolid, 39824",Castellón,Cantabria,INVALID,32-13-2022,INVALID,sedanofabio@example.net,gpages,qgY8L%iP^@,159.172.28.19,c10d:958a:7ede:73c7:4d3b:227e:c7a2:b46a,26:c3:fe:f3:2c:23,compania.es,https://www.garate.com/,
María Pilar,Sánchez,"Acceso de Nico Garcés 61 Piso 6 
Ceuta, 10457",Badajoz,Ciudad,25938,32-13-2022,+34 841732232,llorensclementina@example.com,bcruz,,76.29.18.70,943d:1ca4:e832:4518:c76d:5f92:efe8:a18c,10:36:c8:9e:bc:88,farmaceutica.es,http://manufacturas.es/,Amarillo claro
Ofelia,Lastra,"Glorieta de Ciro Lastra 367
Segovia, 47258",Granada,,36931,1928-06-18,+34 878918499,rubiojose-luis@example.com,reyna00,^CiPO0_Kf6,157.183.12.174,d21d:544f:b5b2:4ed9:e555:987e:b629:21f9,7e:cd:e7:c3:83:89,infraestructuras.es,http://promociones.com/,Marrón
Rosalva,Rebollo,"C. de Otilia Lopez 8 Piso 6 
Murcia, 47093",Huelva,Burgos,18438,1987-06-10,+34872988394,,cadenasnacho,DO_P7LCmKP,16.156.219.177,error_value,error_value,olmo.es,http://www.familia.net/,
,Pombo,"Callejón Emilia Terrón 2
Burgos, 29955",La Rioja,Toledo,14316,2017-09-19,+34 980805440,ana70@example.com,hmesa,@(w3Fy1z+n,220.125.51.0,error_value,error_value,talleres.es,https://www.torrijos.es/,Amarillo maíz dulce
Martirio,Novoa,"Acceso Javier Alcázar 12 Puerta 3 
Baleares, 02543",,Zaragoza,09839,1921-06-02,+34 820 019 201,bcarreras@example.org,,!K5hBIgmZb,34.102.235.97,75f:3c24:b44a:9ae8:cca8:2281:442b:bc56,ec:87:42:37:98:f5,error_value,http://zamorano.es/,Marrón
,Real,"Callejón de Joaquín Solé 24 Puerta 7 
Granada, 40147",Lleida,Valladolid,30713,32-13-2022,+34900 285 272,xavierquintanilla@example.net,,shZ)X3Ck&9,176.222.14.86,6d93:922c:e76c:eadf:ba05:71de:62bd:cc13,72:98:a9:70:e9:d4,promociones.net,https://farmaceutica.es/,Azul polvo
Reyna,Godoy,"Paseo Manuelita Carreño 90 Puerta 0 
Lleida, 32302",Murcia,Badajoz,12750,1960-04-29,+34 843095870,pjodar@example.org,mmarino,v1cHeIDd%6,141.126.224.183,error_value,16:3b:b1:31:d7:92,supermercados.com,http://asenjo.com/,Rojo oscuro
Curro,Rios,"Urbanización de Patricio Nogueira 8
Zaragoza, 21614",Huelva,Burgos,06066,1947-09-27,+34 943556317,xcastellanos@example.net,,,106.251.178.110,5975:f517:2e2f:2e99:e0ea:c9fe:7cc9:92e5,96:c1:b3:b7:31:a7,graciela.es,https://www.suministros.es/,Blanco encaje
Lidia,Cabrero,"C. Griselda Escrivá 82 Apt. 53 
Segovia, 01453",,Ourense,23525,1911-10-17,INVALID,,pfrutos,W6^4A(aql(,82.194.245.160,e84c:d33d:789d:1266:f327:3b35:fa1:20ed,b4:b5:d3:b3:a1:9a,inmobiliaria.es,http://www.despacho.com/,Blanco humo
Marianela,Fabra,"Camino de Darío Baños 118
Jaén, 24480",Valladolid,Badajoz,11894,1942-05-12,+34983 30 31 39,rosalia15@example.net,uredondo,,23.89.253.93,70c5:4023:6fbc:a1cc:d789:5915:99d:83f6,a4:c8:8e:6d:69:13,falcon.com,error_value,Verde oscuro
,Gómez,"Avenida de Ema Guerrero 270
Huesca, 14879",,Cuenca,03706,1982-11-08,INVALID,geraldovalenzuela@example.com,hvilanova,FehNg7Bz_o,130.185.59.71,6655:d2e1:d8ce:bc22:6141:400c:9219:ddd5,error_value,compania.es,http://fabrica.com/,Amarillo dorado claro
,Aparicio,"C. José Manuel Martorell 94 Piso 0 
Baleares, 39236",,Vizcaya,10928,2018-10-02,+34947 541 751,,mar77,,61.200.43.248,error_value,9c:a9:6e:2c:a4:ed,gonzalo.es,error_value,Gris oscuro
Gaspar,Ortuño,"Callejón Francisco Jose Murcia 4
Ciudad, 40070",Navarra,Toledo,32540,1998-03-08,+34881 422 014,zangulo@example.org,,*E2qA8A#2s,error_value,51ed:614c:4128:4500:4bda:25:aab1:ad0,f2:98:c1:db:36:a9,error_value,https://www.grupo.es/,Naranja
Fidela,Lledó,"Plaza de Reynaldo Asensio 867 Apt. 33 
Cuenca, 28876",,,50990,1974-05-11,INVALID,vilanovaleon@example.org,romantudela,(7@HzP@nHg,177.40.226.214,bedd:4d77:94bb:9d83:5f27:9f82:57c8:5b1b,error_value,supermercados.com,https://www.griselda.com/,Marrón
Samu,Alvarez,"Urbanización Gonzalo Redondo 809 Piso 4 
Navarra, 45208",Huelva,Tarragona,20726,2017-07-07,+34975 615 346,zriquelme@example.com,irma51,,164.6.170.170,e3c6:95c9:ecc9:1bb8:6e9d:1c6:7564:dba3,48:39:88:d4:ad:64,tecnologias.com,http://lupe.es/,Índigo
Ciríaco,,"Pasaje Fortunata Vara 57
Granada, 19187",Tarragona,Cantabria,25897,1961-12-10,+34852 73 07 80,,melisa14,W#y4ZiKRCk,152.33.216.23,a699:396c:e72f:4041:f010:9cb6:6c37:dafd,ba:96:7e:56:43:0f,banca.es,https://www.benito.es/,Almendra blanqueado
,,"Avenida Marina Redondo 968 Apt. 96 
Vizcaya, 24567",Ávila,Guadalajara,43524,1942-07-01,INVALID,xvicens@example.org,,+V9ZehaQ&f,25.159.70.138,10bd:870e:96b5:de3c:85d4:5e86:7956:5721,error_value,guillen.com,https://www.suministros.net/,
Arcelia,,"Plaza de Ramiro Lara 5
Castellón, 10879",León,Badajoz,INVALID,1920-06-02,+34 845 20 16 29,reynaldogras@example.com,eugarte,,error_value,4c44:be22:d37d:2e84:1db7:b3:4339:4e92,44:24:f0:d4:14:dc,banca.es,http://compania.net/,
,Puig,"Alameda Piedad Meléndez 60
Cantabria, 02116",Girona,Granada,43969,1923-03-15,+34 901 12 41 79,thervas@example.net,amaliacortina,^@sJ0SSnjM,error_value,e9f1:62af:e055:e2c3:1955:b687:1271:c9f7,10:45:2d:e6:2a:9d,pineda.com,https://banco.com/,Rojo tomate
,Guardiola,"Via Erasmo Sanmiguel 21
Segovia, 04007",Cantabria,León,11524,1921-05-20,+34 874 317 910,lmarti@example.org,,w8!r5M*b^&,69.238.162.11,93ae:9b1a:195d:843:449c:783c:3f30:f3d4,42:ed:06:a6:a8:d2,marisa.com,error_value,
Carmelo,Jara,"Ronda José Mari Sales 9
Zaragoza, 49793",Melilla,,36574,1913-08-01,+34 845537136,nilotapia@example.org,jacevedo,5lMde3L$&A,194.90.120.153,1b3:d304:d258:c1df:2df7:2808:d54e:dd88,error_value,error_value,http://www.carmina.com/,Verde
Rico,Coca,"Avenida Andrés Tapia 63
Segovia, 33417",Valladolid,Pontevedra,30760,32-13-2022,+34878742560,isauracanellas@example.com,iglesiasnorberto,5$0Rl8tS_&,error_value,901e:b494:3274:b6ba:3bfc:2cbc:d4ba:6aa3,ba:48:56:91:46:ba,suministros.net,error_value,Amarillo dorado claro
Reyna,Vazquez,"Plaza María Carmen Sabater 17 Piso 8 
Tarragona, 40030",Lleida,Alicante,11638,2018-04-09,INVALID,griselda11@example.net,,,84.230.147.36,ac40:a83c:c76b:be32:18e1:f7b:d047:2c71,8a:d0:ae:19:f2:10,industrias.com,error_value,Amarillo verde
Maura,Ribes,"Plaza de Gabriel Vazquez 59 Piso 8 
Melilla, 21812",Baleares,,07540,1945-03-30,+34 825944609,tristan72@example.net,elodiabastida,d+5(f5U2js,130.102.211.168,error_value,88:83:1d:24:bf:cb,error_value,https://www.manufacturas.net/,Azul cielo claro
,Egea,"Paseo Prudencio Valenzuela 460
León, 41002",Santa Cruz de Tenerife,Ceuta,INVALID,1986-11-11,+34 879 187 718,,,DQ@2h!Ut(W,173.4.9.135,f36c:c657:9ce3:f113:1ebc:2498:d854:c9d,c2:42:4e:44:c2:f5,servicios.net,https://lupe.com/,Almendra blanqueado
Roberto,Verdugo,"Cuesta Santos Soria 65
Palencia, 01727",Cáceres,Baleares,16806,1916-04-22,INVALID,rosalinagaliano@example.net,pradarenata,(4FQEGubyA,198.243.236.31,dd5:21f7:130f:c1c:522b:bf5b:fa87:8baf,5c:ea:1b:3e:12:d9,tecnologias.net,https://farmaceutica.com/,
,Vall,"Cuesta de Luisa Giménez 4 Apt. 41 
Almería, 03205",Burgos,Huelva,41065,32-13-2022,+34 945 383 517,penalvercarmela@example.net,,,error_value,error_value,b8:7e:d4:a6:c7:39,talleres.com,https://logistica.com/,Azul marino
Lázaro,Pazos,"Avenida Susanita Sacristán 73
Granada, 29500",Baleares,Barcelona,21953,32-13-2022,INVALID,fbenitez@example.org,,!39BHrkp%6,110.105.49.208,21eb:bcd3:bde5:e3d8:d6d9:270d:4cff:8f4e,error_value,supermercados.org,error_value,Verde primavera
Noé,Toledo,"C. Alfredo Garriga 573
Cantabria, 21426",Pontevedra,,INVALID,1950-05-15,+34925 69 29 94,,esperanzaperea,$2_QqusLSS,72.157.16.209,error_value,24:ce:cc:c1:bd:cf,logistica.org,http://dalmau.net/,Orquídea púrpura oscuro
Luis Miguel,Guardia,"Avenida Ildefonso Tur 70 Apt. 57 
Zamora, 08971",Vizcaya,Asturias,INVALID,2005-12-20,+34868 82 26 12,,,,68.140.116.245,feb1:d6cb:d5f9:42c1:c89b:a6b5:5577:1547,be:38:b2:b0:9b:00,error_value,http://www.tecnologias.com/,Verde primavera
