first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
Mariana,Menendez,"Avenida de Máxima Batalla 920 Puerta 3 
Álava, 33735",,Sevilla,11262,1965-03-05,+34925 63 15 76,mesateresa@example.net,,Px$m#1VzCy,error_value,575c:a6ad:8a9d:bca5:73a7:76ef:b8eb:117e,06:3b:e1:d7:95:18,error_value,https://banca.es/,
Ema,Llorens,"Calle Agustín Trillo 581 Apt. 75 
Tarragona, 23668",León,Álava,11398,1914-01-12,+34 982079720,tudelajulio-cesar@example.net,samantajimenez,t5FK*mQj)j,121.109.35.185,e1ef:380f:11fb:654b:e905:cba7:c5d5:7bae,24:c3:05:0e:7f:fa,capdevila.org,http://www.hernandez.net/,
Wálter,Campo,"Acceso de Dafne Carro 37 Apt. 37 
Barcelona, 28043",Granada,Ceuta,INVALID,1945-01-02,+34982831663,agudofaustino@example.com,baenaaranzazu,&1C!ZzviFl,error_value,d8b9:7179:419b:2d45:1652:9983:c6fe:7f1e,02:db:fa:82:10:b0,instalaciones.es,https://consultoria.com/,Azul real
Ulises,Oliver,"C. de Federico Gascón 413
Cáceres, 37938",Cádiz,Zamora,35084,1952-03-21,INVALID,claudia10@example.com,haroldopons,_K(WjFqc0T,error_value,f384:f8d1:9e20:e96b:c37a:bbd7:2e1d:5f21,9a:cb:25:f3:9a:43,restauracion.net,http://www.alimentacion.net/,Azul polvo
Ofelia,Pardo,"Pasaje de Octavio Batalla 77
Guipúzcoa, 41311",,Teruel,INVALID,2014-06-08,+34825585016,rosendaechevarria@example.org,martinseve,n7JRUh6b+E,32.153.60.146,error_value,error_value,simo.com,https://www.farmaceutica.es/,Rosa
,,"Vial Luz Tamarit 10
Baleares, 24364",Sevilla,Lleida,30602,1951-07-31,+34 987 153 650,ruth60@example.net,soriasalome,x$3_5Euzy1,128.237.235.168,1aa2:a790:c4a9:9496:b489:3d20:e1e:f15d,96:52:57:ee:fe:98,manufacturas.com,https://www.beatriz.es/,
Plácido,Iñiguez,"Calle Rodrigo Alcántara 64 Apt. 64 
Zamora, 14161",,Melilla,INVALID,2007-12-21,+34 923716153,,alegriavictor-manuel,f$b8oeCyL^,203.233.87.1,12c9:d604:8cff:e4bc:e7ef:e8d4:b8db:3e88,aa:16:ec:aa:6d:98,error_value,error_value,Rojo oscuro
Emperatriz,Gallart,"Rambla de León Barrena 8 Puerta 0 
Girona, 14863",Huesca,Granada,34424,1935-02-22,+34982 135 605,,gsalcedo,&9II2TxV&k,200.38.218.189,ba3e:e3cd:7a2f:34bc:60e5:89d8:b71:7b03,aa:06:b2:0c:c5:b6,talleres.com,http://www.grupo.com/,Agua marina medio
Luis Ángel,Salvà,"Plaza de Flavia Rojas 11
Las Palmas, 23069",Guipúzcoa,Palencia,21351,1962-08-07,+34826008335,pgiron@example.net,cecilioroura,xf!0R@Aj+m,36.110.62.203,c25c:c820:ae3c:8904:3882:78c5:7b71:1f3b,9a:96:57:57:38:ab,talleres.es,https://www.maestre.com/,Verde claro
,Comas,"Urbanización Ágata Planas 31 Piso 8 
Salamanca, 34513",Vizcaya,Vizcaya,01042,1937-09-27,INVALID,,florindaalberto,%1EttAw0qH,61.169.137.130,dfb3:ae44:82b9:da5e:7026:bfb0:2a20:6316,error_value,error_value,http://compania.es/,Azul cadete
Carmen,Jove,"Glorieta Bernardo Juliá 50
Lugo, 41191",Cádiz,,42575,1950-01-07,INVALID,martilidia@example.net,haydeecarbo,,error_value,5be9:6e8f:c50c:214e:7e9a:8044:d2dc:8e18,84:1c:3f:6e:7c:2f,mineria.org,error_value,Marrón cuero
Perla,Moya,"Plaza de Mohamed Leon 672
Alicante, 21981",Valencia,Cuenca,29703,1959-08-19,INVALID,,cletosegura,$5O0NTn5UO,165.114.236.121,9d5d:e1d6:282:558c:2648:29ff:7ca4:ba74,50:a0:cd:a6:a3:f9,servicios.com,http://inversiones.com/,Verde prado
Natanael,,"Pasaje de Jenny Riquelme 72
Navarra, 08643",,Ávila,20697,2014-10-30,INVALID,sansramona@example.net,joel81,Hp&Fi6BcqS,38.190.255.219,ad4d:9364:8dfc:5714:1220:69fb:5944:b8c9,ee:fb:40:53:02:a1,hermanos.es,http://manufacturas.es/,Azul polvo
Florentino,Bolaños,"Plaza Anita Viñas 803
Baleares, 35816",,Málaga,06795,32-13-2022,+34 941688736,rita92@example.com,elisarodriguez,153BFTJcX(,18.219.19.202,1f52:28de:bd81:657d:34de:99cc:f2a4:3cdb,error_value,error_value,error_value,Verde lima
Reyna,Badía,"Ronda de Marciano Aliaga 2 Apt. 27 
Zaragoza, 19382",Granada,Navarra,48860,1921-05-20,INVALID,,,)f2Ub@t^tD,167.70.57.122,error_value,error_value,error_value,https://www.maxi.es/,
Lucas,Alberola,"Via Tania Gomila 31 Puerta 3 
Navarra, 14380",,Toledo,INVALID,1994-03-31,+34981 830 504,priscilacollado@example.org,itenorio,+$1%Pg9D&$,error_value,4e86:75a7:7025:ee4:d2c3:5a4d:c444:4cef,ea:97:a9:74:4d:d1,industrias.es,https://azahar.net/,
Guiomar,,"Via Rosario Estévez 55 Apt. 99 
León, 12744",Navarra,,24384,1914-11-30,INVALID,,,q$%#@9Zk88,134.153.32.56,a0f5:3dfd:bd3d:e012:6244:bf3a:d6f1:5e14,8a:b5:4f:4f:73:45,promociones.es,error_value,
Nerea,,"Alameda de Emelina Cases 37
Castellón, 18102",Segovia,Jaén,INVALID,32-13-2022,+34 945452761,donosorodolfo@example.com,,!+yXMjIM@9,40.33.167.172,e349:4c0a:b74:5f0d:4cf9:7c10:c831:db3a,7a:60:fc:e6:d6:ba,suministros.net,http://www.roldan.es/,
María,Valcárcel,"Acceso de Corona Diego 95 Puerta 8 
Murcia, 15098",Barcelona,Granada,01117,1962-04-25,+34 978 13 27 21,josefaperera@example.net,dolores84,n&CS7CqyXo,184.102.131.138,623:70d4:b9ce:b609:c7b2:db44:e3f:f0e9,d0:5d:54:75:ff:28,calixto.org,https://hermanos.es/,Beige
Jimena,,"Alameda de Elodia Coello 6
Teruel, 42593",,,29896,32-13-2022,+34843741357,,ramiro51,@Z02XHOqN@,171.108.223.68,66bb:b10e:6061:787e:2db5:2535:5ca5:cb4,ac:f0:b4:2f:6d:bc,losada.es,https://comercial.es/,Azul medio
,Sarabia,"Glorieta Perla Mancebo 22
Asturias, 23804",Baleares,Zamora,INVALID,32-13-2022,+34878 80 60 27,maria-cristina25@example.com,,b91K#Kxg(^,19.70.170.130,3167:2eba:6189:fd16:699a:38d:1bec:f50e,f4:13:67:f4:88:9d,mineria.com,https://www.restauracion.es/,Marrón perú
Sara,Baró,"Avenida Pepita Marqués 44 Puerta 9 
Salamanca, 09718",,Pontevedra,INVALID,1960-08-23,INVALID,lluchsol@example.net,noeliaminguez,wA_9fQz2X&,25.117.38.10,907a:f5e6:b41a:9ebe:cc81:a615:77c1:1c0d,9e:db:ad:73:2e:d6,franco.es,error_value,Gris oscuro
Borja,Román,"Pasaje Dorotea Abascal 13
Huesca, 11131",Asturias,Valladolid,50408,32-13-2022,+34 920710165,luisinacastejon@example.org,wrozas,4TOYiFeS*5,145.142.231.97,4c4d:5f49:3e64:4aea:86ae:1711:a478:6ed0,52:25:3e:c8:e6:17,error_value,error_value,Blanco concha
Mercedes,Cordero,"Callejón María Pilar Amor 65
Burgos, 33794",Albacete,Sevilla,14602,2010-08-09,+34945657436,,calderonreyes,,78.166.61.222,error_value,24:ec:b0:3d:6e:85,tecnologias.es,error_value,Gris mate
