first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
Isaura,,"Vial Reyes Blazquez 54 Apt. 72 
Segovia, 11430",Huelva,,45228,1928-06-09,INVALID,manolapulido@example.net,nballesteros,)*Lh8Doqp8,181.65.38.77,62c0:f309:219:4a2f:4882:2624:b4af:5fc3,18:bb:be:47:95:26,error_value,http://familia.org/,Verde primavera medio
,Villalonga,"Pasaje de Eutropio Agustí 2
Jaén, 18317",Girona,Baleares,28141,2004-11-09,+34 843 73 17 55,adalbertohoyos@example.org,eloy87,LwwDCm_&$2,14.198.43.151,8318:5812:10a0:5bf0:6e7f:b346:40a:8e63,b4:4a:39:f6:29:85,despacho.es,http://www.restauracion.es/,Rojo indio
Gabriel,Yuste,"Camino Bernardino Valero 751 Apt. 76 
León, 50961",Burgos,,22434,1947-03-10,+34 843 140 348,amadasancho@example.com,rochaalonso,wyX^x8Kvs_,92.52.133.242,error_value,32:67:e4:f9:41:e9,manufacturas.es,http://www.banos.net/,Beige antiguo
Mónica,Montenegro,"Pasaje Saturnino Blasco 20 Apt. 45 
Murcia, 44302",,Valencia,22542,1919-06-27,+34 800 61 51 54,oscar43@example.com,ealegria,We4Ip&Ia+u,173.21.203.135,7285:2948:915e:e7d6:9091:3940:55b1:cfe5,7c:28:88:72:cf:32,banca.com,https://www.supermercados.net/,Chartreuse
,Tudela,"Cañada de Vinicio Coll 52
Segovia, 36960",Castellón,,10492,1952-10-07,+34971 39 19 14,julio09@example.com,,fAj$7Ayh2@,179.134.131.22,d0d6:aeee:ceec:c2d0:364e:fae2:f7d2:846d,72:cf:8d:58:e6:e5,ibanez.net,https://www.ale.net/,
,Gutierrez,"Calle de Cruz Blázquez 15 Apt. 15 
Ciudad, 28491",Barcelona,Ciudad,27051,1976-01-28,+34 888872105,rafaelsaldana@example.com,,Pk@tmQD3@5,94.90.160.243,cdca:6aad:4b8e:b686:1213:fbc8:4d3b:ae5b,error_value,error_value,error_value,Turquesa medio
Rosa,,"Cuesta de Fernando Morata 60 Puerta 7 
Cádiz, 30714",Albacete,,30008,2011-10-13,+34 925 44 17 31,,,$VMQ9^(pS0,132.181.241.196,b803:2988:f9af:800d:ed2c:dc03:f387:838,ba:b2:43:fb:68:a5,prado.com,https://alberola.org/,
Dionisia,Luque,"Urbanización de Iris Otero 278
Barcelona, 11597",,Asturias,04943,1977-12-04,+34800 59 45 27,vvara@example.net,marciamadrigal,YFT0dBhN_%,78.174.246.151,8969:f828:d19c:e992:986:bd36:7a26:33ee,40:f1:60:29:e8:f2,saturnino.es,https://talleres.es/,Violeta sonrojado pálido
Bárbara,Fernandez,"C. de César Carlos 46 Apt. 21 
Ciudad, 48313",La Coruña,Barcelona,04629,2000-11-29,INVALID,,ruy09,)7SIK$^v%v,117.216.245.110,7d1a:eee2:723b:2a01:f436:68b9:1682:feca,3a:4c:dc:06:08:02,error_value,https://www.lilia.com/,Blanco navajo
Crescencia,Blazquez,"Paseo Regina Piñeiro 642 Piso 5 
Asturias, 47385",Córdoba,Lugo,INVALID,1979-10-11,+34822544546,benigno53@example.net,villalongateobaldo,vd3fj5MQ(9,error_value,cf20:1ed:83a2:3c2b:ccc9:f627:1fae:b1f4,02:32:b7:c6:4c:a1,familia.com,http://infraestructuras.com/,Beige antiguo
