first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
Marcos,Bayona,"Glorieta de Nicanor Company 21
Santa Cruz de Tenerife, 36875",Córdoba,Sevilla,09183,32-13-2022,INVALID,celestinaalcolea@example.com,alonsovictoria,#Lr7O#s!^k,196.147.31.116,1def:69c7:d53e:da99:fcb4:f48d:544:5219,error_value,compania.net,https://www.grupo.org/,Rojo carmesí
Claudia,,"Avenida Desiderio Tomé 39 Puerta 7 
León, 25288",Toledo,Valencia,45208,2004-07-22,+34950 69 00 35,,leonbarreda,F9Swr8Xg!),90.9.182.225,a489:7958:5b4f:1f98:8c6c:1ef7:c6ad:be95,22:ac:0c:52:54:2b,alimentacion.es,error_value,Verde mar claro
Emilio,Carnero,"Ronda César Plaza 87 Apt. 05 
Huelva, 20117",Alicante,,INVALID,32-13-2022,INVALID,nieves85@example.org,walter77,%B5ZPD&mfv,error_value,5bb7:1d63:f5:976:561b:e383:e376:332f,error_value,compania.es,error_value,Verde primavera medio
,,"Via Jeremías Arjona 16 Piso 7 
Guadalajara, 04591",Teruel,Cáceres,INVALID,1981-01-03,INVALID,gallegoignacio@example.org,,,75.209.175.158,a6c4:82b2:753d:20a8:7a25:314c:f99d:e76c,48:19:43:ca:5a:22,servicios.com,error_value,Azul cielo claro
Marcial,Guillén,"Calle Jacinto Arias 48 Puerta 4 
Madrid, 19269",,Ceuta,32992,32-13-2022,+34742 00 02 18,debora69@example.com,valeriabilbao,,error_value,6b68:3360:ebf6:b107:e149:28c6:6420:7ba8,error_value,soluciones.es,http://banca.es/,Marrón siena
Marcia,Escamilla,"Via de Jacinto Bermejo 96 Piso 1 
La Rioja, 34873",Valencia,,19235,1931-11-03,+34 845 89 54 08,robertachamorro@example.com,bayoignacio,_mpJsKbw)2,error_value,a970:5eea:bbf2:f876:4ca2:d10d:ccfa:9e4,36:2f:53:e4:c8:53,error_value,error_value,Fucsia
Delia,Mayo,"Plaza Caridad Llamas 84 Apt. 87 
La Rioja, 16338",Ceuta,Ciudad,34205,1954-12-14,+34939 167 367,aguedacolom@example.com,,,95.180.130.49,bd49:effb:1601:1e51:87de:5a43:a2b3:d415,8c:7f:af:c6:26:ef,inmobiliaria.org,error_value,Amarillo trigo
Leonel,Jiménez,"Calle Balduino Dávila 1 Puerta 8 
Málaga, 09893",Girona,Cádiz,18705,2009-07-28,+34 973 27 97 10,,ainoa01,Fe04TZJre*,150.121.64.140,ae6b:42f0:d64e:d1fa:82c3:9e46:285:9c50,0a:b9:42:ab:7c:a4,logistica.es,http://www.hermanos.es/,Verde limón
Fulgencio,Alarcón,"Ronda Rosendo Rios 2
La Coruña, 31794",Asturias,Melilla,44136,1957-08-31,INVALID,,xbarriga,xw5sWSlo%Q,error_value,e87d:154a:8a54:2532:1aad:22ac:b287:3a33,46:95:54:ab:83:96,instalaciones.es,http://www.banco.com/,Turquesa
Anabel,Llorens,"Vial Calisto Bonilla 995
Vizcaya, 13472",Burgos,,06241,1977-11-20,+34 971 31 14 84,glaucofeliu@example.com,amancio45,,73.223.158.198,error_value,error_value,error_value,https://www.beltran.org/,Azul real
Elisabet,Cid,"Vial Reyna Heredia 356
Madrid, 21852",Las Palmas,Tarragona,INVALID,2006-04-02,INVALID,sebastianhuguet@example.org,casandracanton,$C6s2kAxY*,error_value,72c1:3436:f756:f6ee:dd1:57ea:38a6:4de5,error_value,comercializadora.es,http://armas.net/,Marrón caqui
Almudena,,"Acceso de Chus Durán 77 Puerta 2 
Alicante, 22832",Málaga,Baleares,25822,2017-03-31,+34740037854,teopriego@example.net,,E7#Vea8o+N,error_value,63ce:a7dd:fd67:caea:a2fc:f0f4:b7dc:fe6e,2c:30:e0:94:53:62,transportes.com,https://arcos.com/,Verde azulado
Dafne,Leiva,"Calle Clara Portillo 22 Puerta 1 
Zaragoza, 40413",Zamora,Cáceres,38007,1990-02-24,+34986 459 933,roldanpatricia@example.net,llabresisaura,,27.195.243.174,9537:919b:4188:b27e:42e2:223c:927f:f64d,28:e7:f2:42:34:7b,error_value,http://grupo.es/,Rojo oscuro
Nazario,Noriega,"Ronda Guadalupe Nadal 43
Ávila, 02242",Salamanca,Pontevedra,07284,1999-04-27,+34847 74 71 29,jafet34@example.net,franconoa,@EcG$7Un%7,187.30.119.162,error_value,d6:35:d0:54:bf:7a,hnos.com,http://promociones.es/,
Anastasia,Pinilla,"Pasadizo Adán Higueras 10
Granada, 37779",,,38800,1950-11-09,+34975 95 26 71,,cristobalarteaga,!RV%j2XoK$,2.130.221.26,12a8:46d7:c1d:4a5c:d958:1d7f:39c1:ccc6,4e:21:b5:dc:a1:f3,judith.org,https://www.rosalinda.es/,Coral claro
Cristian,,"Ronda Conrado Bilbao 5
Girona, 38840",Zamora,,20168,1923-02-12,+34 976 47 54 33,agullopilar@example.org,alfredo42,)3xXOZZ4d8,111.53.244.77,58e1:d939:c644:fbc1:9296:d063:b4db:e356,error_value,supermercados.es,http://www.duenas.net/,Azul medianoche
,Borrego,"Callejón de Emilio Carro 559 Apt. 35 
Valladolid, 12633",Navarra,Baleares,28528,1966-08-30,+34980 31 33 19,amadollamas@example.com,mortega,wa$N0YNg5&,error_value,f7cc:ac13:9ed8:827d:351c:fac4:71d:6476,9a:03:f6:87:ab:06,promociones.com,error_value,Rojo anaranjado
Borja,Raya,"Cuesta Rosalía Meléndez 45
Segovia, 18191",Valencia,Badajoz,26725,1947-02-18,+34 949189608,geronimoplaza@example.com,pastor75,(0E+6fa0pF,error_value,4dec:bc04:2a9e:59b0:a6d7:a6d3:5707:9f50,f2:88:c1:57:8f:2b,mineria.es,https://www.despacho.com/,Blanco lino
,Saura,"Plaza de Amaro Jimenez 38 Apt. 77 
León, 50355",Castellón,,30795,1929-09-13,+34 920 01 39 25,salmeronamilcar@example.org,dpriego,mf@1ANdfO1,130.228.217.22,error_value,c0:7a:d6:5b:9b:0f,finanzas.net,http://www.fabrica.com/,Turquesa medio
Chema,Montoya,"Vial de Calixta Giner 94 Puerta 9 
Guipúzcoa, 33011",Huelva,,INVALID,1927-01-29,+34 988348000,carcos@example.com,eusebio29,J&2O6PJds5,87.5.54.49,51d1:c109:3642:f011:96bd:fbfb:cb38:e3b8,8e:6e:8d:7d:1a:50,error_value,http://www.servicios.com/,Azul pizarra
,Esteve,"Acceso Carmen Catalán 2
Pontevedra, 02823",Salamanca,,28811,32-13-2022,INVALID,,jjulian,kwX3MmTy(^,200.155.146.76,1edf:191f:e618:d61e:d13c:7a3e:4840:2639,58:1e:93:59:35:8a,instalaciones.com,https://www.inmobiliaria.com/,Azul acero
Juliana,Santiago,"Ronda de Vera Ribes 29
Badajoz, 02773",Santa Cruz de Tenerife,Almería,27965,1965-07-07,+34 948804733,zplanas@example.org,,(8Iep0c2&5,27.11.211.245,b8c1:1b1e:afd1:6130:42bd:4db:5d08:976a,e0:c1:2d:64:6b:f2,salcedo.es,http://nicolasa.com/,Violeta
