first_name,last_name,address,city,state,postcode,date_of_birth,phone_number,email,user_name,password,ipv4,ipv6,mac_address,domain_name,url,color_name
Ana Belén,Narváez,"Callejón de Vilma Rius 82 Apt. 59 
Almería, 28518",Cuenca,,26675,1947-01-19,+34 926 096 329,gfrancisco@example.org,ruben41,,205.77.72.132,e741:a035:e66c:3124:7838:cc9e:9e83:c67c,error_value,cano.com,http://www.hnos.com/,Azul medio
Camilo,Guzman,"Ronda Gregorio Jaume 37
Las Palmas, 09427",Huelva,,21255,1968-10-25,INVALID,jsola@example.org,victor-manuel54,,49.147.48.157,4cbd:67ea:b54a:eb71:6d8e:a1a3:cd77:bb21,c8:54:86:49:f8:8a,polo.net,error_value,Azul pizarra
Celestina,Terrón,"Cañada Noemí Buendía 87
León, 30219",La Coruña,Valencia,05025,32-13-2022,+34 923 42 11 96,mircloe@example.net,estefania87,,20.227.59.28,400e:d411:9590:75a:7920:e34f:4c6d:7e64,10:cf:fa:bb:0f:70,tecnologias.es,https://instalaciones.es/,Oliva
Ciriaco,Cuesta,"Alameda de Modesta Garcés 16
La Coruña, 40610",Teruel,Zamora,INVALID,1942-02-09,+34986 016 851,galo86@example.net,sorianoleandro,,184.25.7.120,2c0a:d370:4416:2962:a8bf:96e2:fcdc:eb37,error_value,consultoria.es,https://www.soluciones.es/,
Marita,Cabanillas,"Pasadizo Fortunato Armengol 9
Salamanca, 43009",La Rioja,Almería,INVALID,1935-12-15,+34847380576,mroldan@example.org,volmedo,)4k6XTbJlz,error_value,71c2:345f:8c2c:6e9a:831b:ec84:8463:8a3b,d4:08:a1:85:49:56,elias.org,https://farmaceutica.com/,Azul cielo profundo
Juan Francisco,Parejo,"Cañada Rosendo Puente 81
La Rioja, 14016",,Lleida,INVALID,32-13-2022,INVALID,olegarioamaya@example.com,griseldatormo,,error_value,50e1:b572:9654:b31f:c6b3:521:5b68:b054,84:cc:f5:3c:a8:dc,error_value,https://instalaciones.es/,Púrpura
Jose Francisco,Alfonso,"Cañada Leocadia Meléndez 82
Zamora, 26472",Soria,Guipúzcoa,INVALID,1918-02-26,+34920 67 18 48,diezhugo@example.net,,,error_value,e3f8:c73d:429a:2018:e811:aab1:c474:4e23,22:36:27:2d:fa:40,hermanos.net,error_value,Amarillo trigo
Lara,Jordá,"Paseo de Jose Ramón Higueras 70
Huelva, 51319",Ciudad,La Coruña,09869,32-13-2022,+34820606329,rodenasgerman@example.com,vascopalomo,E1IO8Duv*+,error_value,1ce3:a37d:669f:988e:d710:2f98:31f8:a823,00:4d:73:8f:bf:e5,hnos.com,http://sainz.net/,Verde mar claro
Celia,Gelabert,"Pasadizo de Gisela Mulet 90
Teruel, 35989",Ciudad,Palencia,25727,1952-10-23,INVALID,,alexandraaguila,#3oPpVR6rm,179.74.102.185,2587:195b:c9a6:1be1:7515:4afd:175e:4c5a,a6:29:f1:05:f1:5a,hermanos.com,https://familia.org/,Azul cadete
Clímaco,Sancho,"Cuesta Ligia Martinez 550 Puerta 9 
Burgos, 08586",Jaén,Valladolid,INVALID,1987-09-17,+34841 257 110,gonzalo02@example.net,,c3bQ@+m($e,219.67.62.95,2e08:fae7:9b32:25b9:671b:c26c:d303:6c97,72:e2:8f:c8:4d:48,comercial.es,https://www.soluciones.es/,Azul claro
